1, 508.28
2, 1221.82
3, 1859.71
4, 2340.46
5, 2941.29
6, 3441.26
7, 3937.30
8, 4331.42
9, 4787.89
10, 5130.28
11, 5390.92
12, 5551.07
13, 5724.96
14, 5826.00
15, 5990.60
16, 6126.71
17, 6241.74
18, 6357.31
19, 6504.82
20, 6706.86
21, 6871.91
22, 7115.50
23, 7384.01
24, 7676.12
25, 7908.45
26, 8093.78
27, 8257.70
28, 8421.32
29, 8561.74
30, 8684.67
31, 8737.62
32, 8813.68
33, 8846.67
34, 8924.08
35, 9012.98
36, 9113.50
37, 9167.97
38, 9244.38
39, 9287.49
40, 9320.95
41, 9406.41
42, 9494.27
43, 9548.13
44, 9625.23
45, 9668.00
46, 9700.12
47, 9804.64
48, 9932.26
49, 10069.54
50, 10260.69
