OFFSETS ,"['51.26', '24.62', '47.24']"
GREENS ,"['11.50', '36.36', '10.15', '52.62']"
LAST_GREENS ,"['49.00', '20.49', '16.38']"
RESULTS:,22.18,16.41,24.67

