OFFSETS,"['58.28', '25.16', '24.36']"
GREENS,"['47.75', '0.51', '12.79', '44.03']"
LAST_GREENS,"['12.75', '53.71', '24.97']"
RESULTS:,9.78,8.61,8.67

