OFFSETS,"['18.57', '3.20', '60.30']"
GREENS,"['29.12', '21.09', '11.14', '41.19']"
LAST_GREENS,"['31.38', '34.78', '27.81']"
RESULTS:,26.6,19.09,22.0

OFFSETS,"['18.57', '3.20', '74.77']"
GREENS,"['26.48', '15.22', '11.14', '41.19']"
LAST_GREENS,"['34.02', '40.64', '27.81']"
RESULTS:,23.81,17.1,24.0

