OFFSETS,"['53.52', '28.65', '24.42']"
GREENS,"['33.46', '26.46', '18.58', '25.85']"
LAST_GREENS,"['27.04', '21.96', '43.15']"
RESULTS:,30.14,22.47,27.67

OFFSETS,"['72.93', '68.16', '69.02']"
GREENS,"['35.87', '51.96', '9.87', '18.65']"
LAST_GREENS,"['24.63', '5.16', '50.35']"
RESULTS:,29.5,24.11,30.0

OFFSETS,"['72.57', '67.63', '69.02']"
GREENS,"['36.00', '51.96', '10.20', '18.05']"
LAST_GREENS,"['24.50', '4.84', '50.95']"
RESULTS:,29.46,23.89,30.67

