25.0,43.2,0.0
13.8,7.6,4.8,10.1
31.7,39.6,43.9
14.1,114.3

20.7,23.8,32.3
19.1,35.6,10.6,47.4
26.4,5.7,6.6
14.4,38.1

1.6,40.2,25.0
25.4,7.3,10.3,43.2
20.1,34.4,10.8
11.9,67.1

58.1,18.8,41.5
39.9,46.5,4.4,2.1
5.6,1.1,51.9
1000.0,1000.0

10.2,52.7,5.9
19.2,49.8,27.7,37.4
-1.0
10000000.0,10000000.0

25.0,25.0,0.0
13.6,7.6,4.8,47.5
31.9,39.6,6.5
12.9,90.9

20.7,18.8,32.3
19.1,35.2,10.6,47.4
26.4,6.2,6.6
1000.0,1000.0

20.7,42.0,32.3
19.3,35.6,10.6,10.0
26.2,5.7,44.0
13.1,96.7

58.1,23.8,41.5
39.9,46.9,4.5,2.1
5.6,0.6,51.9
1000.0,1000.0

55.8,23.9,41.3
39.9,46.5,4.4,2.1
5.6,1.1,51.9
1000.0,1000.0

20.7,42.0,32.3
19.3,35.6,10.6,10.0
26.2,5.8,44.0
13.1,96.7

1.6,22.6,25.0
25.3,7.3,10.3,47.5
20.2,34.4,6.5
11.0,58.7

